,id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
365,420,location 686,0,severity_type 1,resource_type 8,feature 305,1,event_type 22
366,16891,location 242,0,severity_type 2,resource_type 2,feature 314,61,event_type 35
367,8046,location 899,1,severity_type 1,resource_type 2,feature 378,1,event_type 44
368,7484,location 202,0,severity_type 1,resource_type 2,feature 134,1,event_type 35
369,14880,location 923,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
370,16049,location 894,0,severity_type 1,resource_type 2,feature 290,3,event_type 43
371,227,location 771,0,severity_type 2,resource_type 8,feature 71,2,event_type 15
372,1387,location 95,0,severity_type 2,resource_type 2,feature 227,1,event_type 35
373,12011,location 485,0,severity_type 2,resource_type 2,feature 232,5,event_type 35
374,6123,location 974,0,severity_type 1,resource_type 8,feature 87,2,event_type 11
375,8935,location 919,0,severity_type 1,resource_type 8,feature 202,2,event_type 11
376,2865,location 1009,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
377,17241,location 814,0,severity_type 2,resource_type 8,feature 70,2,event_type 11
378,5237,location 973,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
379,3185,location 120,1,severity_type 2,resource_type 2,feature 312,1,event_type 35
380,4691,location 504,0,severity_type 1,resource_type 2,feature 229,2,event_type 11
381,8423,location 500,0,severity_type 2,resource_type 2,feature 312,2,event_type 35
382,17894,location 1058,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
383,14642,location 497,0,severity_type 2,resource_type 2,feature 312,71,event_type 34
384,5292,location 471,0,severity_type 2,resource_type 2,feature 233,2,event_type 34
385,3670,location 1084,1,severity_type 1,resource_type 8,feature 170,4,event_type 11
386,7301,location 846,1,severity_type 2,resource_type 8,feature 82,4,event_type 15
387,2105,location 234,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
388,1954,location 418,0,severity_type 4,resource_type 2,feature 301,5,event_type 35
389,7699,location 875,0,severity_type 2,resource_type 8,feature 202,2,event_type 11
390,15680,location 821,1,severity_type 1,resource_type 8,feature 71,1,event_type 15
391,16960,location 490,0,severity_type 2,resource_type 2,feature 235,7,event_type 34
392,2476,location 107,0,severity_type 2,resource_type 2,feature 313,1,event_type 35
393,4646,location 126,0,severity_type 2,resource_type 2,feature 313,8,event_type 34
394,4826,location 122,0,severity_type 2,resource_type 2,feature 313,5,event_type 34
395,14595,location 1,1,severity_type 2,resource_type 8,feature 201,1,event_type 15
396,12970,location 618,1,severity_type 2,resource_type 4,feature 54,2,event_type 14
397,9353,location 95,0,severity_type 2,resource_type 2,feature 309,1,event_type 34
398,17222,location 491,0,severity_type 2,resource_type 2,feature 235,3,event_type 35
399,10057,location 500,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
400,12864,location 921,2,severity_type 1,resource_type 8,feature 203,10,event_type 11
401,16999,location 878,0,severity_type 1,resource_type 8,feature 73,2,event_type 11
402,2692,location 444,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
403,14976,location 963,0,severity_type 1,resource_type 8,feature 195,41,event_type 11
404,6847,location 240,1,severity_type 2,resource_type 2,feature 232,4,event_type 35
405,15784,location 599,0,severity_type 2,resource_type 8,feature 82,14,event_type 15
406,8439,location 303,1,severity_type 1,resource_type 2,feature 301,1,event_type 21
407,7067,location 684,0,severity_type 2,resource_type 8,feature 82,40,event_type 15
408,18113,location 155,1,severity_type 2,resource_type 2,feature 232,1,event_type 34
409,17415,location 717,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
410,12978,location 1010,0,severity_type 1,resource_type 8,feature 73,9,event_type 11
411,5459,location 878,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
412,10742,location 991,1,severity_type 1,resource_type 8,feature 206,1,event_type 11
413,497,location 253,0,severity_type 2,resource_type 2,feature 307,3,event_type 34
414,6646,location 1058,0,severity_type 2,resource_type 8,feature 54,2,event_type 11
415,12958,location 1042,0,severity_type 1,resource_type 8,feature 203,8,event_type 15
416,5394,location 35,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
417,12610,location 648,1,severity_type 1,resource_type 7,feature 223,1,event_type 23
418,5926,location 465,0,severity_type 1,resource_type 2,feature 220,1,event_type 21
419,9713,location 499,0,severity_type 2,resource_type 2,feature 233,71,event_type 34
420,7364,location 597,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
421,5311,location 836,0,severity_type 1,resource_type 8,feature 73,3,event_type 11
422,13337,location 101,0,severity_type 2,resource_type 2,feature 228,2,event_type 35
423,11149,location 476,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
424,6938,location 864,1,severity_type 1,resource_type 2,feature 239,3,event_type 24
425,14109,location 808,0,severity_type 1,resource_type 8,feature 71,1,event_type 11
426,16926,location 91,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
427,5219,location 157,0,severity_type 2,resource_type 2,feature 312,19,event_type 35
428,14939,location 845,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
429,6492,location 695,0,severity_type 1,resource_type 8,feature 195,3,event_type 11
430,4107,location 707,0,severity_type 2,resource_type 8,feature 349,1,event_type 15
431,506,location 756,0,severity_type 1,resource_type 8,feature 54,13,event_type 11
432,2435,location 738,1,severity_type 1,resource_type 8,feature 198,1,event_type 11
433,12376,location 734,1,severity_type 2,resource_type 1,feature 56,2,event_type 15
434,135,location 878,0,severity_type 1,resource_type 8,feature 195,6,event_type 11
435,9605,location 244,0,severity_type 2,resource_type 2,feature 312,26,event_type 34
436,13872,location 1084,0,severity_type 2,resource_type 8,feature 54,1,event_type 32
437,15057,location 1008,0,severity_type 2,resource_type 8,feature 82,40,event_type 15
438,11020,location 661,1,severity_type 1,resource_type 6,feature 54,1,event_type 11
439,3536,location 1063,0,severity_type 1,resource_type 8,feature 109,1,event_type 11
440,14249,location 821,2,severity_type 1,resource_type 8,feature 82,101,event_type 11
441,3979,location 95,0,severity_type 2,resource_type 2,feature 228,1,event_type 35
442,8293,location 407,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
443,2987,location 126,0,severity_type 2,resource_type 2,feature 312,38,event_type 34
444,2361,location 821,2,severity_type 1,resource_type 8,feature 80,1,event_type 15
445,11595,location 984,2,severity_type 1,resource_type 7,feature 54,40,event_type 20
446,15473,location 641,0,severity_type 1,resource_type 2,feature 291,60,event_type 42
447,8927,location 468,0,severity_type 2,resource_type 2,feature 312,35,event_type 35
448,7128,location 1052,1,severity_type 1,resource_type 8,feature 201,11,event_type 15
449,5580,location 644,0,severity_type 1,resource_type 2,feature 285,9,event_type 47
450,2302,location 644,0,severity_type 1,resource_type 2,feature 369,1,event_type 46
451,3332,location 468,0,severity_type 2,resource_type 2,feature 232,8,event_type 34
452,15011,location 826,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
453,3262,location 763,0,severity_type 1,resource_type 8,feature 71,2,event_type 15
454,8459,location 1107,0,severity_type 1,resource_type 8,feature 82,108,event_type 11
455,3303,location 794,0,severity_type 1,resource_type 7,feature 306,1,event_type 14
456,7207,location 124,0,severity_type 2,resource_type 2,feature 313,7,event_type 34
457,2560,location 478,0,severity_type 2,resource_type 2,feature 229,17,event_type 35
458,5935,location 504,0,severity_type 2,resource_type 2,feature 232,5,event_type 35
459,17817,location 116,0,severity_type 1,resource_type 2,feature 232,2,event_type 20
460,6081,location 704,0,severity_type 1,resource_type 8,feature 196,1,event_type 11
461,1244,location 276,1,severity_type 2,resource_type 2,feature 307,1,event_type 35
462,784,location 445,0,severity_type 2,resource_type 2,feature 312,11,event_type 35
463,5703,location 846,2,severity_type 1,resource_type 8,feature 203,10,event_type 11
464,4848,location 1,0,severity_type 1,resource_type 8,feature 56,3,event_type 11
465,5634,location 1075,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
466,16696,location 793,0,severity_type 1,resource_type 8,feature 109,1,event_type 11
467,12619,location 326,0,severity_type 4,resource_type 2,feature 301,1,event_type 35
468,15671,location 252,1,severity_type 2,resource_type 2,feature 232,1,event_type 35
469,12676,location 519,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
470,18093,location 1083,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
471,11855,location 972,1,severity_type 2,resource_type 7,feature 87,1,event_type 11
472,1456,location 1048,0,severity_type 1,resource_type 8,feature 54,636,event_type 11
473,17460,location 1100,1,severity_type 1,resource_type 8,feature 201,1,event_type 15
474,12099,location 957,0,severity_type 1,resource_type 8,feature 55,2,event_type 54
475,274,location 244,0,severity_type 2,resource_type 2,feature 312,45,event_type 34
476,105,location 376,1,severity_type 2,resource_type 2,feature 232,1,event_type 34
477,13301,location 1046,0,severity_type 1,resource_type 8,feature 244,1,event_type 18
478,12782,location 821,2,severity_type 2,resource_type 8,feature 71,2,event_type 15
479,8928,location 324,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
480,11604,location 847,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
481,16445,location 709,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
482,16694,location 810,1,severity_type 1,resource_type 8,feature 203,4,event_type 11
483,646,location 484,0,severity_type 2,resource_type 2,feature 310,1,event_type 35
484,11171,location 894,0,severity_type 1,resource_type 2,feature 375,5,event_type 42
485,18228,location 684,2,severity_type 1,resource_type 8,feature 71,1,event_type 15
486,1104,location 760,1,severity_type 1,resource_type 8,feature 26,1,event_type 2
487,16966,location 230,0,severity_type 2,resource_type 8,feature 211,1,event_type 34
488,16874,location 1099,0,severity_type 1,resource_type 8,feature 81,18,event_type 11
489,18127,location 943,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
490,1205,location 242,0,severity_type 2,resource_type 2,feature 314,68,event_type 34
491,3172,location 122,0,severity_type 2,resource_type 2,feature 235,2,event_type 35
492,18535,location 133,0,severity_type 2,resource_type 2,feature 315,1,event_type 34
493,8729,location 734,1,severity_type 1,resource_type 8,feature 203,2,event_type 15
494,3384,location 9,0,severity_type 1,resource_type 8,feature 108,1,event_type 11
495,7640,location 998,0,severity_type 1,resource_type 8,feature 62,1,event_type 11
496,7007,location 1049,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
497,11469,location 229,0,severity_type 1,resource_type 2,feature 301,2,event_type 34
498,16837,location 1065,1,severity_type 1,resource_type 8,feature 201,1,event_type 11
499,17237,location 878,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
500,19,location 644,1,severity_type 1,resource_type 2,feature 368,3,event_type 42
501,14290,location 249,0,severity_type 1,resource_type 2,feature 134,1,event_type 35
502,6761,location 321,0,severity_type 1,resource_type 2,feature 301,2,event_type 35
503,15850,location 100,0,severity_type 2,resource_type 2,feature 232,13,event_type 34
504,16249,location 126,0,severity_type 2,resource_type 2,feature 233,7,event_type 34
505,11170,location 322,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
506,9380,location 618,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
507,1790,location 148,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
508,14735,location 1075,2,severity_type 1,resource_type 8,feature 203,11,event_type 15
509,14241,location 57,1,severity_type 1,resource_type 8,feature 41,1,event_type 11
510,5689,location 91,0,severity_type 2,resource_type 2,feature 315,148,event_type 35
511,14799,location 462,1,severity_type 2,resource_type 8,feature 44,1,event_type 11
512,15037,location 790,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
513,17745,location 1008,1,severity_type 2,resource_type 8,feature 80,1,event_type 15
514,874,location 1100,2,severity_type 1,resource_type 8,feature 82,115,event_type 15
515,11724,location 707,0,severity_type 2,resource_type 8,feature 71,2,event_type 15
516,12109,location 662,0,severity_type 1,resource_type 2,feature 85,2,event_type 11
517,2589,location 679,1,severity_type 1,resource_type 8,feature 55,8,event_type 11
518,1619,location 533,0,severity_type 1,resource_type 9,feature 154,2,event_type 27
519,9224,location 658,0,severity_type 1,resource_type 8,feature 55,1,event_type 11
520,6197,location 1117,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
521,6643,location 51,1,severity_type 1,resource_type 8,feature 205,1,event_type 11
522,14544,location 1125,1,severity_type 1,resource_type 2,feature 219,1,event_type 20
523,14337,location 1109,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
524,16159,location 135,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
525,12623,location 297,0,severity_type 4,resource_type 2,feature 301,2,event_type 35
526,11193,location 897,1,severity_type 1,resource_type 2,feature 283,1,event_type 44
527,10700,location 498,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
